mun_type;municipality;region;barbershop;bath;museams;cafe;pop;year;oktmo;type;count
Городское поселение;Кантемировское;Воронежская область;13;28;1;NA;NA;2011;20619151;0;9
Городское поселение;город Лиски;Воронежская область;210;70;1;NA;NA;2011;20621101;0;9
Городское поселение;город Новохоперск;Воронежская область;20;16;1;NA;NA;2011;20627101;0;9
Городское поселение;город Острогожск;Воронежская область;58;124;1;NA;NA;2011;20631101;0;9
Городское поселение;город Павловск;Воронежская область;45;42;1;NA;NA;2011;20633101;0;9
Городское поселение;Панинское;Воронежская область;10;NA;NA;NA;NA;2011;20635151;0;9
Городское поселение;Перелешинское;Воронежская область;NA;20;NA;NA;NA;2011;20635160;0;9
Городское поселение;город Поворино;Воронежская область;10;30;NA;NA;NA;2011;20639101;0;9
Городское поселение;Подгоренское;Воронежская область;18;20;1;NA;NA;2011;20641151;0;9
Городское поселение;Рамонское;Воронежская область;36;50;NA;NA;NA;2011;20643151;0;9
Городское поселение;город Россошь;Воронежская область;73;113;NA;NA;NA;2011;20647101;0;9
Городское поселение;Город Семилуки;Воронежская область;50;36;1;NA;NA;2011;20649101;0;9
Городское поселение;Таловское.;Воронежская область;35;25;1;NA;NA;2011;20651151;0;9
Городское поселение;Хохольское;Воронежская область;11;3;NA;NA;NA;2011;20656151;0;9
Городское поселение;город Эртиль;Воронежская область;10;NA;1;NA;NA;2011;20658101;0;9
Городской округ, городской округ с внутригородским делением;город Воронеж;Воронежская область;2112;1833;4;NA;NA;2011;20701000;0;9
Городской округ, городской округ с внутригородским делением;Борисоглебский;Воронежская область;81;146;1;NA;NA;2011;20710000;0;9
Городской округ, городской округ с внутригородским делением;город Нововоронеж;Воронежская область;36;57;NA;NA;NA;2011;20727000;0;9
Городское поселение;Аннинское;Воронежская область;36;20;NA;NA;NA;2012;20602151;0;9
Городское поселение;город Бобров;Воронежская область;28;55;NA;NA;NA;2012;20604101;0;9
Городское поселение;Бутурлиновское;Воронежская область;34;89;1;NA;NA;2012;20608101;0;9
Городское поселение;Нижнекисляйское;Воронежская область;2;NA;NA;NA;NA;2012;20608160;0;9
Городское поселение;Грибановское;Воронежская область;10;35;1;NA;NA;2012;20613151;0;9
Городское поселение;Город Калач;Воронежская область;32;40;1;NA;NA;2012;20615101;0;9
Городское поселение;Каменское;Воронежская область;18;32;1;NA;NA;2012;20617151;0;9
Городское поселение;Кантемировское;Воронежская область;14;28;NA;NA;NA;2012;20619151;0;9
Городское поселение;город Лиски;Воронежская область;234;70;1;NA;NA;2012;20621101;0;9
Городское поселение;город Новохоперск;Воронежская область;20;NA;1;NA;NA;2012;20627101;0;9
Городское поселение;город Острогожск;Воронежская область;58;124;1;NA;NA;2012;20631101;0;9
Городское поселение;город Павловск;Воронежская область;48;42;1;NA;NA;2012;20633101;0;9
Городское поселение;Панинское;Воронежская область;14;NA;NA;NA;NA;2012;20635151;0;9
Городское поселение;Перелешинское;Воронежская область;NA;20;NA;NA;NA;2012;20635160;0;9
Городское поселение;город Поворино;Воронежская область;10;5;NA;NA;NA;2012;20639101;0;9
Городское поселение;Подгоренское;Воронежская область;18;30;1;NA;NA;2012;20641151;0;9
Городское поселение;Рамонское;Воронежская область;36;50;NA;NA;NA;2012;20643151;0;9
Городское поселение;город Россошь;Воронежская область;75;113;NA;NA;NA;2012;20647101;0;9
Городское поселение;Город Семилуки;Воронежская область;52;NA;1;NA;NA;2012;20649101;0;9
Городское поселение;Таловское.;Воронежская область;30;25;1;NA;NA;2012;20651151;0;9
Городское поселение;Хохольское;Воронежская область;11;3;NA;NA;NA;2012;20656151;0;9
Городское поселение;город Эртиль;Воронежская область;11;NA;1;NA;NA;2012;20658101;0;9
Городской округ, городской округ с внутригородским делением;город Воронеж;Воронежская область;2283;1833;4;NA;NA;2012;20701000;0;9
Городской округ, городской округ с внутригородским делением;Борисоглебский;Воронежская область;81;170;1;NA;NA;2012;20710000;0;9
Городской округ, городской округ с внутригородским делением;город Нововоронеж;Воронежская область;49;57;NA;NA;NA;2012;20727000;0;9
Городское поселение;Аннинское;Воронежская область;36;20;NA;NA;NA;2013;20602151;0;9
Городское поселение;город Бобров;Воронежская область;28;65;NA;NA;NA;2013;20604101;0;9
Городское поселение;Бутурлиновское;Воронежская область;38;71;1;NA;NA;2013;20608101;0;9
Городское поселение;Нижнекисляйское;Воронежская область;2;NA;NA;NA;NA;2013;20608160;0;9
Городское поселение;Грибановское;Воронежская область;10;35;1;NA;NA;2013;20613151;0;9
Городское поселение;Город Калач;Воронежская область;32;110;1;NA;NA;2013;20615101;0;9
Городское поселение;Каменское;Воронежская область;19;32;1;NA;NA;2013;20617151;0;9
Городское поселение;Кантемировское;Воронежская область;19;NA;NA;NA;NA;2013;20619151;0;9
Городское поселение;город Лиски;Воронежская область;243;70;1;NA;NA;2013;20621101;0;9
Городское поселение;город Новохоперск;Воронежская область;25;NA;1;NA;NA;2013;20627101;0;9
Городское поселение;город Острогожск;Воронежская область;82;124;1;NA;NA;2013;20631101;0;9
Городское поселение;город Павловск;Воронежская область;48;42;1;NA;NA;2013;20633101;0;9
Городское поселение;Панинское;Воронежская область;16;NA;NA;NA;NA;2013;20635151;0;9
Городское поселение;Перелешинское;Воронежская область;NA;20;NA;NA;NA;2013;20635160;0;9
Городское поселение;город Поворино;Воронежская область;16;5;NA;NA;NA;2013;20639101;0;9
Городское поселение;Подгоренское;Воронежская область;18;40;NA;NA;NA;2013;20641151;0;9
Городское поселение;Рамонское;Воронежская область;37;50;NA;NA;NA;2013;20643151;0;9
Городское поселение;город Россошь;Воронежская область;75;113;NA;NA;NA;2013;20647101;0;9
Городское поселение;Город Семилуки;Воронежская область;49;NA;NA;NA;NA;2013;20649101;0;9
Городское поселение;Таловское.;Воронежская область;30;25;1;NA;NA;2013;20651151;0;9
Городское поселение;Хохольское;Воронежская область;11;3;NA;NA;NA;2013;20656151;0;9
Городское поселение;город Эртиль;Воронежская область;10;NA;1;NA;NA;2013;20658101;0;9
Городской округ, городской округ с внутригородским делением;город Воронеж;Воронежская область;2454;1833;4;NA;NA;2013;20701000;0;9
Городской округ, городской округ с внутригородским делением;Борисоглебский;Воронежская область;110;170;1;NA;NA;2013;20710000;0;9
Городской округ, городской округ с внутригородским делением;город Нововоронеж;Воронежская область;54;57;NA;NA;NA;2013;20727000;0;9
Городское поселение;Аннинское;Воронежская область;36;20;NA;NA;NA;2014;20602151;0;9
Городское поселение;город Бобров;Воронежская область;38;80;NA;NA;NA;2014;20604101;0;9
Городское поселение;Бутурлиновское;Воронежская область;87;50;1;NA;NA;2014;20608101;0;9
Городское поселение;Нижнекисляйское;Воронежская область;1;NA;NA;NA;NA;2014;20608160;0;9
Городское поселение;Грибановское;Воронежская область;10;35;1;NA;NA;2014;20613151;0;9
Городское поселение;Город Калач;Воронежская область;32;36;1;NA;NA;2014;20615101;0;9
Городское поселение;Каменское;Воронежская область;20;32;1;NA;NA;2014;20617151;0;9
Городское поселение;Кантемировское;Воронежская область;21;NA;NA;NA;NA;2014;20619151;0;9
Городское поселение;город Лиски;Воронежская область;246;88;1;NA;NA;2014;20621101;0;9
Городское поселение;город Новохоперск;Воронежская область;25;NA;1;NA;NA;2014;20627101;0;9
Городское поселение;город Острогожск;Воронежская область;70;134;1;NA;NA;2014;20631101;0;9
Городское поселение;город Павловск;Воронежская область;48;42;1;NA;NA;2014;20633101;0;9
Городское поселение;Панинское;Воронежская область;15;NA;NA;NA;NA;2014;20635151;0;9
Городское поселение;Перелешинское;Воронежская область;NA;20;NA;NA;NA;2014;20635160;0;9
Городское поселение;город Поворино;Воронежская область;16;21;NA;NA;NA;2014;20639101;0;9
Городское поселение;Подгоренское;Воронежская область;18;40;NA;NA;NA;2014;20641151;0;9
Городское поселение;Рамонское;Воронежская область;37;44;NA;NA;NA;2014;20643151;0;9
Городское поселение;город Россошь;Воронежская область;75;113;NA;NA;NA;2014;20647101;0;9
Городское поселение;Город Семилуки;Воронежская область;51;NA;NA;NA;NA;2014;20649101;0;9
Городское поселение;Таловское.;Воронежская область;30;37;1;NA;NA;2014;20651151;0;9
Городское поселение;Хохольское;Воронежская область;11;3;NA;NA;NA;2014;20656151;0;9
Городское поселение;город Эртиль;Воронежская область;16;NA;1;NA;NA;2014;20658101;0;9
Городской округ, городской округ с внутригородским делением;город Воронеж;Воронежская область;2554;1853;4;NA;NA;2014;20701000;0;9
Городской округ, городской округ с внутригородским делением;Борисоглебский;Воронежская область;115;170;1;NA;NA;2014;20710000;0;9
Городской округ, городской округ с внутригородским делением;город Нововоронеж;Воронежская область;68;57;NA;NA;NA;2014;20727000;0;9
Городское поселение;Аннинское;Воронежская область;36;20;NA;NA;NA;2015;20602151;0;9
Городское поселение;город Бобров;Воронежская область;51;80;NA;NA;NA;2015;20604101;0;9
Городское поселение;Бутурлиновское;Воронежская область;84;100;1;NA;NA;2015;20608101;0;9
Городское поселение;Нижнекисляйское;Воронежская область;1;NA;NA;NA;NA;2015;20608160;0;9
Городское поселение;Грибановское;Воронежская область;9;35;NA;NA;NA;2015;20613151;0;9
Городское поселение;Город Калач;Воронежская область;36;36;1;NA;NA;2015;20615101;0;9
Городское поселение;Каменское;Воронежская область;22;32;1;NA;NA;2015;20617151;0;9
Городское поселение;Кантемировское;Воронежская область;21;NA;NA;NA;NA;2015;20619151;0;9
Городское поселение;город Лиски;Воронежская область;275;83;1;NA;NA;2015;20621101;0;9
Городское поселение;город Новохоперск;Воронежская область;12;NA;1;NA;NA;2015;20627101;0;9
Городское поселение;город Острогожск;Воронежская область;67;70;1;NA;NA;2015;20631101;0;9
Городское поселение;город Павловск;Воронежская область;48;42;1;NA;NA;2015;20633101;0;9
Городское поселение;Панинское;Воронежская область;14;NA;NA;NA;NA;2015;20635151;0;9
Городское поселение;Перелешинское;Воронежская область;NA;20;NA;NA;NA;2015;20635160;0;9
Городское поселение;город Поворино;Воронежская область;15;21;NA;NA;NA;2015;20639101;0;9
Городское поселение;Подгоренское;Воронежская область;23;40;NA;NA;NA;2015;20641151;0;9
Городское поселение;Рамонское;Воронежская область;38;44;NA;NA;NA;2015;20643151;0;9
Городское поселение;город Россошь;Воронежская область;87;148;NA;NA;NA;2015;20647101;0;9
Городское поселение;Город Семилуки;Воронежская область;51;NA;NA;NA;NA;2015;20649101;0;9
Городское поселение;Таловское.;Воронежская область;24;37;1;NA;NA;2015;20651151;0;9
Городское поселение;Хохольское;Воронежская область;11;3;NA;NA;NA;2015;20656151;0;9
Городское поселение;город Эртиль;Воронежская область;14;NA;1;NA;NA;2015;20658101;0;9
Городской округ, городской округ с внутригородским делением;город Воронеж;Воронежская область;2656;1853;4;NA;NA;2015;20701000;0;9
Городской округ, городской округ с внутригородским делением;Борисоглебский;Воронежская область;128;170;1;NA;NA;2015;20710000;0;9
Городской округ, городской округ с внутригородским делением;город Нововоронеж;Воронежская область;72;57;NA;NA;NA;2015;20727000;0;9
Городское поселение;Аннинское;Воронежская область;36;20;NA;NA;NA;2016;20602151;0;9
Городское поселение;город Бобров;Воронежская область;51;80;NA;NA;NA;2016;20604101;0;9
Городское поселение;Бутурлиновское;Воронежская область;84;100;1;NA;NA;2016;20608101;0;9
Городское поселение;Нижнекисляйское;Воронежская область;1;NA;NA;NA;NA;2016;20608160;0;9
Городское поселение;Грибановское;Воронежская область;11;35;NA;NA;NA;2016;20613151;0;9
Городское поселение;Город Калач;Воронежская область;36;10;1;NA;NA;2016;20615101;0;9
Городское поселение;Каменское;Воронежская область;21;32;1;NA;NA;2016;20617151;0;9
Городское поселение;Кантемировское;Воронежская область;21;NA;NA;NA;NA;2016;20619151;0;9
Городское поселение;город Лиски;Воронежская область;294;83;1;NA;NA;2016;20621101;0;9
Городское поселение;город Новохоперск;Воронежская область;15;NA;1;NA;NA;2016;20627101;0;9
Городское поселение;город Острогожск;Воронежская область;67;125;1;NA;NA;2016;20631101;0;9
Городское поселение;город Павловск;Воронежская область;48;42;1;NA;NA;2016;20633101;0;9
Городское поселение;Панинское;Воронежская область;14;NA;NA;NA;NA;2016;20635151;0;9
Городское поселение;Перелешинское;Воронежская область;NA;20;NA;NA;NA;2016;20635160;0;9
Городское поселение;город Поворино;Воронежская область;15;21;NA;NA;NA;2016;20639101;0;9
Городское поселение;Подгоренское;Воронежская область;26;40;NA;NA;NA;2016;20641151;0;9
Городское поселение;Рамонское;Воронежская область;38;44;NA;NA;NA;2016;20643151;0;9
Городское поселение;город Россошь;Воронежская область;91;148;NA;NA;NA;2016;20647101;0;9
Городское поселение;Город Семилуки;Воронежская область;52;NA;1;NA;NA;2016;20649101;0;9
Городское поселение;Таловское.;Воронежская область;26;25;1;NA;NA;2016;20651151;0;9
Городское поселение;Хохольское;Воронежская область;11;3;NA;NA;NA;2016;20656151;0;9
Городское поселение;город Эртиль;Воронежская область;14;25;1;NA;NA;2016;20658101;0;9
Городской округ, городской округ с внутригородским делением;город Воронеж;Воронежская область;2598;1537;4;NA;NA;2016;20701000;0;9
Городской округ, городской округ с внутригородским делением;Борисоглебский;Воронежская область;131;170;1;NA;NA;2016;20710000;0;9
Городской округ, городской округ с внутригородским делением;город Нововоронеж;Воронежская область;74;57;NA;NA;NA;2016;20727000;0;9
Городское поселение;Город Богучар;Воронежская область;23;NA;1;NA;NA;2010;20605101;0;9
Городское поселение;Город Богучар;Воронежская область;26;NA;1;NA;NA;2011;20605101;0;9
Городское поселение;Город Богучар;Воронежская область;28;NA;1;NA;NA;2012;20605101;0;9
Городское поселение;Город Богучар;Воронежская область;28;NA;1;NA;NA;2013;20605101;0;9
Городское поселение;Город Богучар;Воронежская область;31;NA;1;NA;NA;2014;20605101;0;9
Городское поселение;Город Богучар;Воронежская область;35;NA;1;NA;NA;2015;20605101;0;9
Городское поселение;Город Богучар;Воронежская область;37;NA;1;NA;NA;2016;20605101;0;9
Городское поселение;Аннинское;Воронежская область;NA;NA;NA;NA;NA;2017;20602151;0;9
Городское поселение;город Бобров;Воронежская область;NA;NA;NA;NA;NA;2017;20604101;0;9
Городское поселение;Город Богучар;Воронежская область;NA;NA;1;NA;NA;2017;20605101;0;9
Городское поселение;Бутурлиновское;Воронежская область;NA;NA;1;NA;NA;2017;20608101;0;9
Городское поселение;Грибановское;Воронежская область;NA;NA;NA;NA;NA;2017;20613151;0;9
Городское поселение;Город Калач;Воронежская область;NA;NA;1;NA;NA;2017;20615101;0;9
Городское поселение;Каменское;Воронежская область;NA;NA;1;NA;NA;2017;20617151;0;9
Городское поселение;Кантемировское;Воронежская область;NA;NA;NA;NA;NA;2017;20619151;0;9
Городское поселение;город Лиски;Воронежская область;NA;NA;1;NA;NA;2017;20621101;0;9
Городское поселение;город Новохоперск;Воронежская область;NA;NA;1;NA;NA;2017;20627101;0;9
Городское поселение;город Острогожск;Воронежская область;NA;NA;1;NA;NA;2017;20631101;0;9
Городское поселение;город Павловск;Воронежская область;NA;NA;1;NA;NA;2017;20633101;0;9
Городское поселение;Панинское;Воронежская область;NA;NA;NA;NA;NA;2017;20635151;0;9
Городское поселение;город Поворино;Воронежская область;NA;NA;NA;NA;NA;2017;20639101;0;9
Городское поселение;Подгоренское;Воронежская область;NA;NA;NA;NA;NA;2017;20641151;0;9
Городское поселение;Рамонское;Воронежская область;NA;NA;NA;NA;NA;2017;20643151;0;9
Городское поселение;город Россошь;Воронежская область;NA;NA;NA;NA;NA;2017;20647101;0;9
Городское поселение;Город Семилуки;Воронежская область;NA;NA;1;NA;NA;2017;20649101;0;9
Городское поселение;Таловское.;Воронежская область;NA;NA;1;NA;NA;2017;20651151;0;9
Городское поселение;город Эртиль;Воронежская область;NA;NA;1;NA;NA;2017;20658101;0;9
Городской округ, городской округ с внутригородским делением;город Воронеж;Воронежская область;NA;NA;4;NA;NA;2017;20701000;0;9
Городской округ, городской округ с внутригородским делением;Борисоглебский;Воронежская область;NA;NA;1;NA;NA;2017;20710000;0;9
Городской округ, городской округ с внутригородским делением;город Нововоронеж;Воронежская область;NA;NA;NA;NA;NA;2017;20727000;0;9
Городское поселение;Аннинское;Воронежская область;NA;NA;NA;NA;NA;2018;20602151;0;9
Городское поселение;город Бобров;Воронежская область;NA;NA;NA;NA;NA;2018;20604101;0;9
Городское поселение;Город Богучар;Воронежская область;NA;NA;NA;NA;NA;2018;20605101;0;9
Городское поселение;Бутурлиновское;Воронежская область;NA;NA;NA;NA;NA;2018;20608101;0;9
Городское поселение;Грибановское;Воронежская область;NA;NA;NA;NA;NA;2018;20613151;0;9
Городское поселение;Город Калач;Воронежская область;NA;NA;NA;NA;NA;2018;20615101;0;9
Городское поселение;Каменское;Воронежская область;NA;NA;NA;NA;NA;2018;20617151;0;9
Городское поселение;Кантемировское;Воронежская область;NA;NA;NA;NA;NA;2018;20619151;0;9
Городское поселение;город Лиски;Воронежская область;NA;NA;NA;NA;NA;2018;20621101;0;9
Городское поселение;город Новохоперск;Воронежская область;NA;NA;NA;NA;NA;2018;20627101;0;9
Городское поселение;город Острогожск;Воронежская область;NA;NA;NA;NA;NA;2018;20631101;0;9
Городское поселение;город Павловск;Воронежская область;NA;NA;NA;NA;NA;2018;20633101;0;9
Городское поселение;Панинское;Воронежская область;NA;NA;NA;NA;NA;2018;20635151;0;9
Городское поселение;город Поворино;Воронежская область;NA;NA;NA;NA;NA;2018;20639101;0;9
Городское поселение;Подгоренское;Воронежская область;NA;NA;NA;NA;NA;2018;20641151;0;9
Городское поселение;Рамонское;Воронежская область;NA;NA;NA;NA;NA;2018;20643151;0;9
Городское поселение;город Россошь;Воронежская область;NA;NA;NA;NA;NA;2018;20647101;0;9
Городское поселение;Город Семилуки;Воронежская область;NA;NA;NA;NA;NA;2018;20649101;0;9
Городское поселение;Таловское.;Воронежская область;NA;NA;NA;NA;NA;2018;20651151;0;9
Городское поселение;город Эртиль;Воронежская область;NA;NA;NA;NA;NA;2018;20658101;0;9
Городской округ, городской округ с внутригородским делением;город Воронеж;Воронежская область;NA;NA;NA;NA;NA;2018;20701000;0;9
Городской округ, городской округ с внутригородским делением;Борисоглебский;Воронежская область;NA;NA;NA;NA;NA;2018;20710000;0;9
Городской округ, городской округ с внутригородским делением;город Нововоронеж;Воронежская область;NA;NA;NA;NA;NA;2018;20727000;0;9
Городское поселение;Латненское;Воронежская область;2;NA;NA;NA;NA;2010;20649160;0;9
Городское поселение;Стрелицкое;Воронежская область;2;NA;NA;NA;NA;2010;20649165;0;9
Городское поселение;Латненское;Воронежская область;4;NA;NA;NA;NA;2011;20649160;0;9
Городское поселение;Стрелицкое;Воронежская область;4;NA;NA;NA;NA;2011;20649165;0;9
Городское поселение;Латненское;Воронежская область;4;NA;NA;NA;NA;2012;20649160;0;9
Городское поселение;Стрелицкое;Воронежская область;4;NA;NA;NA;NA;2012;20649165;0;9
Городское поселение;Латненское;Воронежская область;5;NA;NA;NA;NA;2013;20649160;0;9
Городское поселение;Стрелицкое;Воронежская область;4;NA;NA;NA;NA;2013;20649165;0;9
Городское поселение;Латненское;Воронежская область;6;NA;NA;NA;NA;2014;20649160;0;9
Городское поселение;Стрелицкое;Воронежская область;3;NA;NA;NA;NA;2014;20649165;0;9
Городское поселение;Латненское;Воронежская область;6;NA;NA;NA;NA;2015;20649160;0;9
Городское поселение;Стрелицкое;Воронежская область;3;NA;NA;NA;NA;2015;20649165;0;9
Городское поселение;Латненское;Воронежская область;4;NA;NA;NA;NA;2016;20649160;0;9
Городское поселение;Стрелицкое;Воронежская область;4;NA;NA;NA;NA;2016;20649165;0;9
Городское поселение;Нижнекисляйское;Воронежская область;NA;NA;NA;NA;NA;2017;20608160;0;9
Городское поселение;Латненское;Воронежская область;NA;NA;NA;NA;NA;2017;20649160;0;9
Городское поселение;Стрелицкое;Воронежская область;NA;NA;NA;NA;NA;2017;20649165;0;9
Городское поселение;Нижнекисляйское;Воронежская область;NA;NA;NA;NA;NA;2018;20608160;0;9
Городское поселение;Латненское;Воронежская область;NA;NA;NA;NA;NA;2018;20649160;0;9
Городское поселение;Стрелицкое;Воронежская область;NA;NA;NA;NA;NA;2018;20649165;0;9
Городское поселение;Елань-Коленовское;Воронежская область;1;NA;NA;NA;NA;2010;20627160;0;9
Городское поселение;Елань-Коленовское;Воронежская область;1;NA;NA;NA;NA;2011;20627160;0;9
Городское поселение;Елань-Коленовское;Воронежская область;1;NA;NA;NA;NA;2012;20627160;0;9
Городское поселение;Елань-Коленовское;Воронежская область;1;NA;NA;NA;NA;2013;20627160;0;9
Городское поселение;Елань-Коленовское;Воронежская область;1;NA;NA;NA;NA;2014;20627160;0;9
Городское поселение;Елань-Коленовское;Воронежская область;1;NA;NA;NA;NA;2015;20627160;0;9
Городское поселение;Елань-Коленовское;Воронежская область;1;NA;NA;NA;NA;2016;20627160;0;9
Городское поселение;Елань-Коленовское;Воронежская область;NA;NA;NA;NA;NA;2017;20627160;0;9
Городское поселение;Хохольское;Воронежская область;NA;NA;NA;NA;NA;2017;20656151;0;9
Городское поселение;Елань-Коленовское;Воронежская область;NA;NA;NA;NA;NA;2018;20627160;0;9
Городское поселение;Хохольское;Воронежская область;NA;NA;NA;NA;NA;2018;20656151;0;9
Городское поселение;Перелешинское;Воронежская область;NA;NA;NA;NA;NA;2017;20635160;0;9
Городское поселение;Перелешинское;Воронежская область;NA;NA;NA;NA;NA;2018;20635160;0;9
Внутригородские территории городов федерального значения;Богородское;г.Москва;95;30;NA;957;104623;2010;45301000;0;9
Внутригородские территории городов федерального значения;Вешняки;г.Москва;96;60;1;523;119734;2010;45302000;0;9
Внутригородские территории городов федерального значения;Восточное Измайлово;г.Москва;158;12;NA;960;76408;2010;45303000;0;9
Внутригородские территории городов федерального значения;Восточное;г.Москва;17;40;NA;102;12361;2010;45304000;0;9
Внутригородские территории городов федерального значения;Гольяново;г.Москва;203;30;NA;1859;157317;2010;45305000;0;9
Внутригородские территории городов федерального значения;Ивановское;г.Москва;100;30;1;1710;124428;2010;45306000;0;9
Внутригородские территории городов федерального значения;Измайлово;г.Москва;390;59;5;6937;103062;2010;45307000;0;9
Внутригородские территории городов федерального значения;Косино-Ухтомское;г.Москва;188;37;NA;440;72318;2010;45308000;0;9
Внутригородские территории городов федерального значения;Новогиреево;г.Москва;230;8;2;2069;94735;2010;45309000;0;9
Внутригородские территории городов федерального значения;Новокосино;г.Москва;185;NA;NA;1464;103915;2010;45310000;0;9
Внутригородские территории городов федерального значения;Метрогородок;г.Москва;47;NA;NA;125;36312;2010;45311000;0;9
Внутригородские территории городов федерального значения;Перово;г.Москва;222;NA;1;2451;139428;2010;45312000;0;9
Внутригородские территории городов федерального значения;Северное Измайлово;г.Москва;108;53;NA;2563;85207;2010;45313000;0;9
Внутригородские территории городов федерального значения;Соколиная Гора;г.Москва;228;144;NA;4917;86226;2010;45314000;0;9
Внутригородские территории городов федерального значения;Сокольники;г.Москва;180;40;NA;3861;57523;2010;45315000;0;9
Внутригородские территории городов федерального значения;Преображенское;г.Москва;84;34;NA;1850;83742;2010;45316000;0;9
Внутригородские территории городов федерального значения;Внуково;г.Москва;47;22;NA;144;21139;2010;45317000;0;9
Внутригородские территории городов федерального значения;Дорогомилово;г.Москва;219;NA;2;11071;67853;2010;45318000;0;9
Внутригородские территории городов федерального значения;Крылатское;г.Москва;120;18;NA;3381;78932;2010;45319000;0;9
Внутригородские территории городов федерального значения;Кунцево;г.Москва;245;54;NA;1900;143519;2010;45320000;0;9
Внутригородские территории городов федерального значения;Можайское;г.Москва;243;60;NA;1246;132481;2010;45321000;0;9
Внутригородские территории городов федерального значения;Ново-Переделкино;г.Москва;144;80;NA;1818;111246;2010;45322000;0;9
Внутригородские территории городов федерального значения;Очаково-Матвеевское;г.Москва;226;60;NA;948;118934;2010;45323000;0;9
Внутригородские территории городов федерального значения;Проспект Вернадского;г.Москва;296;NA;NA;2411;61138;2010;45324000;0;9
Внутригородские территории городов федерального значения;Раменки;г.Москва;235;NA;NA;3177;125394;2010;45325000;0;9
Внутригородские территории городов федерального значения;Солнцево;г.Москва;326;30;NA;1199;114196;2010;45326000;0;9
Внутригородские территории городов федерального значения;Тропарево-Никулино;г.Москва;156;NA;1;7626;113268;2010;45327000;0;9
Внутригородские территории городов федерального значения;Филевский Парк;г.Москва;93;146;1;3856;89607;2010;45328000;0;9
Внутригородские территории городов федерального значения;Фили-Давыдково;г.Москва;60;23;NA;1187;111502;2010;45329000;0;9
Внутригородские территории городов федерального значения;Крюково;г.Москва;146;16;1;1082;85273;2010;45330000;0;9
Внутригородские территории городов федерального значения;Матушкино;г.Москва;135;12;NA;1907;38304;2010;45331000;0;9
Внутригородские территории городов федерального значения;Силино;г.Москва;29;NA;1;1073;38006;2010;45332000;0;9
Внутригородские территории городов федерального значения;Аэропорт;г.Москва;448;NA;1;3522;75107;2010;45333000;0;9
Внутригородские территории городов федерального значения;Беговое;г.Москва;133;NA;NA;3915;41914;2010;45334000;0;9
Внутригородские территории городов федерального значения;Бескудниковское;г.Москва;103;NA;NA;902;75319;2010;45335000;0;9
Внутригородские территории городов федерального значения;Войковское;г.Москва;125;NA;NA;3633;65763;2010;45336000;0;9
Внутригородские территории городов федерального значения;Восточное Дегунино;г.Москва;111;120;NA;990;95134;2010;45337000;0;9
Внутригородские территории городов федерального значения;Головинское;г.Москва;110;10;NA;1892;101323;2010;45338000;0;9
Внутригородские территории городов федерального значения;Дмитровское;г.Москва;118;5;NA;1426;87923;2010;45339000;0;9
Внутригородские территории городов федерального значения;Западное Дегунино;г.Москва;99;24;NA;1756;79124;2010;45340000;0;9
Внутригородские территории городов федерального значения;Коптево;г.Москва;180;80;NA;422;97425;2010;45341000;0;9
Внутригородские территории городов федерального значения;Левобережное;г.Москва;69;NA;NA;2909;52207;2010;45342000;0;9
Внутригородские территории городов федерального значения;Молжаниновское;г.Москва;NA;NA;NA;NA;3534;2010;45343000;0;9
Внутригородские территории городов федерального значения;Савеловское;г.Москва;143;30;NA;2341;58199;2010;45344000;0;9
Внутригородские территории городов федерального значения;Сокол;г.Москва;134;NA;NA;2700;57465;2010;45345000;0;9
Внутригородские территории городов федерального значения;Тимирязевское;г.Москва;112;10;1;2154;82396;2010;45346000;0;9
Внутригородские территории городов федерального значения;Ховрино;г.Москва;191;NA;NA;1169;81274;2010;45347000;0;9
Внутригородские территории городов федерального значения;Хорошевское;г.Москва;140;30;NA;2699;57114;2010;45348000;0;9
Внутригородские территории городов федерального значения;Алексеевское;г.Москва;63;45;NA;5163;78514;2010;45349000;0;9
Внутригородские территории городов федерального значения;Алтуфьевское;г.Москва;57;6;NA;565;55321;2010;45350000;0;9
Внутригородские территории городов федерального значения;Бабушкинское;г.Москва;146;92;NA;1354;86307;2010;45351000;0;9
Внутригородские территории городов федерального значения;Бибирево;г.Москва;220;NA;NA;4441;156721;2010;45352000;0;9
Внутригородские территории городов федерального значения;Бутырское;г.Москва;120;NA;NA;1802;68737;2010;45353000;0;9
Внутригородские территории городов федерального значения;Лианозово;г.Москва;73;NA;NA;1561;80694;2010;45354000;0;9
Внутригородские территории городов федерального значения;Лосиноостровское;г.Москва;121;61;NA;1823;81035;2010;45355000;0;9
Внутригородские территории городов федерального значения;Марфино;г.Москва;82;12;NA;801;27142;2010;45356000;0;9
Внутригородские территории городов федерального значения;Марьина Роща;г.Москва;120;8;2;3512;66118;2010;45357000;0;9
Внутригородские территории городов федерального значения;Останкинское;г.Москва;125;32;3;3839;61497;2010;45358000;0;9
Внутригородские территории городов федерального значения;Отрадное;г.Москва;424;25;NA;6372;176438;2010;45359000;0;9
Внутригородские территории городов федерального значения;Ростокино;г.Москва;104;44;NA;1102;37529;2010;45360000;0;9
Внутригородские территории городов федерального значения;Свиблово;г.Москва;50;6;NA;3314;60418;2010;45361000;0;9
Внутригородские территории городов федерального значения;Северное Медведково;г.Москва;205;37;NA;2240;123207;2010;45362000;0;9
